ID,Category,Meal,Dish,Description,Calories,Protein,Carbs,Fats,Fiber
3247,Non-Vegetarian,Dinner,"Grilled Chicken Breast with Lauki Sabzi","A balanced dinner meal featuring Grilled Chicken Breast with Lauki Sabzi - cooked in traditional Indian style.",235,32.0,10.0,6.0,3.0
3248,Non-Vegetarian,Evening Snack,"Grilled Chicken Breast","A high-protein evening snack meal featuring Grilled Chicken Breast - perfect for your dietary goals.",165,31.0,0.0,3.0,0.0
3249,Non-Vegetarian,Breakfast,"Paneer Paratha","A home-style breakfast meal featuring Paneer Paratha - perfect for your dietary goals.",280,10.0,30.0,12.0,3.0
3250,Non-Vegetarian,Mid Morning Snack,"Buttermilk (Chaas)","A high-protein mid morning snack meal featuring Buttermilk (Chaas) - cooked in traditional Indian style.",45,2.5,4.0,1.5,0.0
3251,Non-Vegetarian,Lunch,"Kadai Chicken with 3 Rotis","A balanced lunch meal featuring Kadai Chicken with 3 Rotis - providing excellent macronutrients.",562,33.0,76.0,17.0,12.0
3252,Non-Vegetarian,Lunch,"Mutton Curry and Bowls Rice and Cabbage Poriyal","A high-protein lunch meal featuring Mutton Curry and Bowls Rice and Cabbage Poriyal - providing excellent macronutrients.",640,30.0,76.0,22.0,8.0
3253,Non-Vegetarian,Dinner,"Prawn Tikka with Rotis","A high-protein dinner meal featuring Prawn Tikka with Rotis - providing excellent macronutrients.",368,26.0,46.0,10.0,7.0
3254,Non-Vegetarian,Dinner,"Steamed Fish with Boondi Raita","A delicious dinner meal featuring Steamed Fish with Boondi Raita - cooked in traditional Indian style.",220,25.0,8.0,8.0,1.0
3255,Non-Vegetarian,Evening Snack,"Chicken Meatballs (Baked)","A nutrient-rich evening snack meal featuring Chicken Meatballs (Baked) - cooked in traditional Indian style.",180,24.0,4.0,7.0,1.0
3256,Non-Vegetarian,Breakfast,"Moong Dal Chilla","A healthy breakfast meal featuring Moong Dal Chilla - perfect for your dietary goals.",140,8.0,17.0,4.0,4.0
3257,Non-Vegetarian,Mid Morning Snack,"Roasted Chana","A delicious mid morning snack meal featuring Roasted Chana - prepared with minimal oil.",120,6.0,18.0,2.0,5.0
3258,Non-Vegetarian,Lunch,"Fish Curry with 3 Rotis","A nutrient-rich lunch meal featuring Fish Curry with 3 Rotis - cooked in traditional Indian style.",532,31.0,74.0,14.0,10.0
3259,Non-Vegetarian,Lunch,"Fish Curry and Garlic Naan and Aloo Gobi","A nutrient-rich lunch meal featuring Fish Curry and Garlic Naan and Aloo Gobi - cooked in traditional Indian style.",620,33.0,69.0,24.0,8.0
3260,Non-Vegetarian,Dinner,"Grilled Chicken Breast with Quinoa (Bowl)","A delicious dinner meal featuring Grilled Chicken Breast with Quinoa (Bowl) - perfect for your dietary goals.",285,35.4,21.0,5.0,2.8
3261,Non-Vegetarian,Dinner,"Lemon Herb Fish Roast with Bhindi Masala","A high-protein dinner meal featuring Lemon Herb Fish Roast with Bhindi Masala - cooked in traditional Indian style.",270,26.0,16.0,11.0,4.0
3262,Non-Vegetarian,Evening Snack,"Chicken Reshmi Kebab","A high-protein evening snack meal featuring Chicken Reshmi Kebab - prepared with minimal oil.",190,22.0,3.0,9.0,0.0
3263,Non-Vegetarian,Breakfast,"Aloo Paratha","A nutrient-rich breakfast meal featuring Aloo Paratha - providing excellent macronutrients.",230,5.0,35.0,8.0,4.0
3264,Non-Vegetarian,Mid Morning Snack,"Cucumber Carrot Salad","A healthy mid morning snack meal featuring Cucumber Carrot Salad - prepared with minimal oil.",40,1.0,9.0,0.0,3.0
3265,Non-Vegetarian,Lunch,"Kadai Chicken with 3 Rotis","A healthy lunch meal featuring Kadai Chicken with 3 Rotis - cooked in traditional Indian style.",562,33.0,76.0,17.0,12.0
3266,Non-Vegetarian,Lunch,"Chicken Korma and Bowls Rice and Lauki Sabzi","A healthy lunch meal featuring Chicken Korma and Bowls Rice and Lauki Sabzi - prepared with minimal oil.",575,27.0,64.0,21.0,6.5
3267,Non-Vegetarian,Dinner,"Dry Chilli Chicken with Bowl Rice","A healthy dinner meal featuring Dry Chilli Chicken with Bowl Rice - cooked in traditional Indian style.",350,22.0,40.0,10.0,3.0
3268,Non-Vegetarian,Dinner,"Chicken Meatballs (Baked) with Cucumber Raita","A balanced dinner meal featuring Chicken Meatballs (Baked) with Cucumber Raita - cooked in traditional Indian style.",240,27.0,9.0,9.0,2.0
3269,Non-Vegetarian,Evening Snack,"Lemon Herb Fish Roast","A home-style evening snack meal featuring Lemon Herb Fish Roast - providing excellent macronutrients.",150,24.0,2.0,5.0,0.0
3270,Non-Vegetarian,Breakfast,"Appam","A delicious breakfast meal featuring Appam - cooked in traditional Indian style.",120,2.0,25.0,1.5,1.0
3271,Non-Vegetarian,Mid Morning Snack,"Greek Yogurt (cup)","A home-style mid morning snack meal featuring Greek Yogurt (cup) - cooked in traditional Indian style.",100,10.0,4.0,0.0,0.0
3272,Non-Vegetarian,Lunch,"Mutton Curry with Garlic Naan","A delicious lunch meal featuring Mutton Curry with Garlic Naan - perfect for your dietary goals.",580,32.0,51.0,27.0,4.0
3273,Non-Vegetarian,Lunch,"Goan Fish Curry and 3 Rotis and Cucumber Raita","A delicious lunch meal featuring Goan Fish Curry and 3 Rotis and Cucumber Raita - cooked in traditional Indian style.",632,33.0,80.0,20.0,12.0
3274,Non-Vegetarian,Dinner,"Chicken Meatballs (Baked) with Quinoa (Bowl)","A nutrient-rich dinner meal featuring Chicken Meatballs (Baked) with Quinoa (Bowl) - providing excellent macronutrients.",300,28.4,25.0,9.0,3.8
3275,Non-Vegetarian,Dinner,"Chicken Tikka (6 pieces) with Bhindi Masala","A high-protein dinner meal featuring Chicken Tikka (6 pieces) with Bhindi Masala - prepared with minimal oil.",300,27.0,18.0,12.0,5.0
3276,Non-Vegetarian,Evening Snack,"Chicken Clear Soup","A high-protein evening snack meal featuring Chicken Clear Soup - cooked in traditional Indian style.",90,12.0,4.0,3.0,1.0
3277,Non-Vegetarian,Breakfast,"Idlis","A balanced breakfast meal featuring Idlis - cooked in traditional Indian style.",116,4.0,24.0,0.4,1.5
3278,Non-Vegetarian,Mid Morning Snack,"Masala Oats","A delicious mid morning snack meal featuring Masala Oats - cooked in traditional Indian style.",140,5.0,24.0,3.0,4.0
3279,Non-Vegetarian,Lunch,"Goan Fish Curry with Brown Rice (Bowl)","A delicious lunch meal featuring Goan Fish Curry with Brown Rice (Bowl) - perfect for your dietary goals.",370,24.0,31.0,16.0,5.5
3280,Non-Vegetarian,Lunch,"Fish Curry and Brown Rice (Bowl) and Cabbage Poriyal","A nutrient-rich lunch meal featuring Fish Curry and Brown Rice (Bowl) and Cabbage Poriyal - cooked in traditional Indian style.",420,27.0,42.0,16.0,8.5
3281,Non-Vegetarian,Dinner,"Steamed Fish with Naan","A high-protein dinner meal featuring Steamed Fish with Naan - prepared with minimal oil.",390,30.0,42.0,10.0,2.0
3282,Non-Vegetarian,Dinner,"Chicken Meatballs (Baked) with Baingan Bharta","A healthy dinner meal featuring Chicken Meatballs (Baked) with Baingan Bharta - cooked in traditional Indian style.",310,26.0,20.0,14.0,7.0
3283,Non-Vegetarian,Evening Snack,"Dry Chilli Chicken","A delicious evening snack meal featuring Dry Chilli Chicken - perfect for your dietary goals.",220,20.0,12.0,10.0,2.0
3284,Non-Vegetarian,Breakfast,"Masala Dosa","A balanced breakfast meal featuring Masala Dosa - perfect for your dietary goals.",260,5.0,42.0,8.0,4.0
3285,Non-Vegetarian,Mid Morning Snack,"Protein Shake (scoop)","A delicious mid morning snack meal featuring Protein Shake (scoop) - cooked in traditional Indian style.",120,24.0,3.0,1.5,0.0
3286,Non-Vegetarian,Lunch,"Chicken Korma with Millet Rotis","A home-style lunch meal featuring Chicken Korma with Millet Rotis - providing excellent macronutrients.",540,30.0,52.0,21.0,10.0
3287,Non-Vegetarian,Lunch,"Chicken Curry and Brown Rice (Bowl) and Jeera Aloo","A high-protein lunch meal featuring Chicken Curry and Brown Rice (Bowl) and Jeera Aloo - perfect for your dietary goals.",500,30.0,56.0,18.0,8.5
3288,Non-Vegetarian,Dinner,"Steamed Fish with Millet Roti","A delicious dinner meal featuring Steamed Fish with Millet Roti - cooked in traditional Indian style.",245,25.5,20.0,5.5,4.0
3289,Non-Vegetarian,Dinner,"Dry Chilli Chicken with Lauki Sabzi","A high-protein dinner meal featuring Dry Chilli Chicken with Lauki Sabzi - perfect for your dietary goals.",290,21.0,22.0,13.0,5.0
3290,Non-Vegetarian,Evening Snack,"Chicken Tikka (6 pieces)","A high-protein evening snack meal featuring Chicken Tikka (6 pieces) - cooked in traditional Indian style.",180,25.0,4.0,6.0,1.0
3291,Non-Vegetarian,Breakfast,"Besan Chilla","A healthy breakfast meal featuring Besan Chilla - perfect for your dietary goals.",150,7.0,18.0,5.0,4.0
3292,Non-Vegetarian,Mid Morning Snack,"Chana Chaat","A delicious mid morning snack meal featuring Chana Chaat - prepared with minimal oil.",140,7.0,22.0,2.0,6.0
3293,Non-Vegetarian,Lunch,"Kadai Chicken with 3 Rotis","A home-style lunch meal featuring Kadai Chicken with 3 Rotis - prepared with minimal oil.",562,33.0,76.0,17.0,12.0
3294,Non-Vegetarian,Lunch,"Kadai Chicken and Brown Rice (Bowl) and Mushroom Do Pyaza","A balanced lunch meal featuring Kadai Chicken and Brown Rice (Bowl) and Mushroom Do Pyaza - prepared with minimal oil.",470,31.0,42.0,21.0,9.5
3295,Non-Vegetarian,Dinner,"Chicken Clear Soup with Jeera Rice","A delicious dinner meal featuring Chicken Clear Soup with Jeera Rice - prepared with minimal oil.",240,14.5,32.0,6.0,2.2
3296,Non-Vegetarian,Dinner,"Dry Chilli Chicken with Cabbage Poriyal","A balanced dinner meal featuring Dry Chilli Chicken with Cabbage Poriyal - prepared with minimal oil.",310,22.0,24.0,14.0,6.0
3297,Non-Vegetarian,Evening Snack,"Lemon Herb Fish Roast","A nutrient-rich evening snack meal featuring Lemon Herb Fish Roast - prepared with minimal oil.",150,24.0,2.0,5.0,0.0
3298,Non-Vegetarian,Breakfast,"Poha","A delicious breakfast meal featuring Poha - cooked in traditional Indian style.",180,3.0,39.0,1.5,2.0
3299,Non-Vegetarian,Mid Morning Snack,"Vegan Protein Shake","A home-style mid morning snack meal featuring Vegan Protein Shake - perfect for your dietary goals.",115,22.0,4.0,1.5,1.0
3300,Non-Vegetarian,Lunch,"Butter Chicken with Naan","A high-protein lunch meal featuring Butter Chicken with Naan - providing excellent macronutrients.",610,30.0,54.0,30.0,4.0
3301,Non-Vegetarian,Lunch,"Chicken Keema and Naan and Cabbage Poriyal","A home-style lunch meal featuring Chicken Keema and Naan and Cabbage Poriyal - perfect for your dietary goals.",560,36.0,60.0,20.0,8.0
3302,Non-Vegetarian,Dinner,"Chicken Tikka (6 pieces) with Bowls Rice","A healthy dinner meal featuring Chicken Tikka (6 pieces) with Bowls Rice - cooked in traditional Indian style.",375,28.0,46.0,6.0,2.5
3303,Non-Vegetarian,Dinner,"Lemon Herb Fish Roast with Boondi Raita","A delicious dinner meal featuring Lemon Herb Fish Roast with Boondi Raita - cooked in traditional Indian style.",240,27.0,10.0,9.0,1.0
3304,Non-Vegetarian,Evening Snack,"Chicken Tikka Salad","A nutrient-rich evening snack meal featuring Chicken Tikka Salad - cooked in traditional Indian style.",160,22.0,8.0,4.0,3.0
3305,Non-Vegetarian,Breakfast,"Dalia","A nutrient-rich breakfast meal featuring Dalia - providing excellent macronutrients.",160,4.0,32.0,1.0,5.0
3306,Non-Vegetarian,Mid Morning Snack,"Greek Yogurt (cup)","A delicious mid morning snack meal featuring Greek Yogurt (cup) - prepared with minimal oil.",100,10.0,4.0,0.0,0.0
3307,Non-Vegetarian,Lunch,"Kadai Chicken with Rotis","A healthy lunch meal featuring Kadai Chicken with Rotis - cooked in traditional Indian style.",458,30.0,54.0,16.0,9.0
3308,Non-Vegetarian,Lunch,"Fish Curry and Rotis and Cucumber Raita","A healthy lunch meal featuring Fish Curry and Rotis and Cucumber Raita - prepared with minimal oil.",488,31.0,57.0,15.0,8.0
3309,Non-Vegetarian,Dinner,"Tandoori Chicken (pieces) with 3 Rotis","A home-style dinner meal featuring Tandoori Chicken (pieces) with 3 Rotis - perfect for your dietary goals.",512,37.0,69.0,11.0,10.0
3310,Non-Vegetarian,Dinner,"Steamed Fish with Cabbage Poriyal","A balanced dinner meal featuring Steamed Fish with Cabbage Poriyal - cooked in traditional Indian style.",220,24.0,12.0,8.0,4.0
3311,Non-Vegetarian,Evening Snack,"Grilled Chicken Breast","A delicious evening snack meal featuring Grilled Chicken Breast - providing excellent macronutrients.",165,31.0,0.0,3.0,0.0
3312,Non-Vegetarian,Breakfast,"4 Idlis","A healthy breakfast meal featuring 4 Idlis - perfect for your dietary goals.",232,8.0,48.0,0.8,3.0
3313,Non-Vegetarian,Mid Morning Snack,"Roasted Makhana","A delicious mid morning snack meal featuring Roasted Makhana - cooked in traditional Indian style.",110,3.0,20.0,2.0,4.0
3314,Non-Vegetarian,Lunch,"Kadai Chicken with Garlic Naan","A balanced lunch meal featuring Kadai Chicken with Garlic Naan - cooked in traditional Indian style.",540,32.0,53.0,23.0,5.0
3315,Non-Vegetarian,Lunch,"Chicken Korma and 3 Rotis and Bhindi Masala","A delicious lunch meal featuring Chicken Korma and 3 Rotis and Bhindi Masala - perfect for your dietary goals.",742,34.0,92.0,27.0,15.0
3316,Non-Vegetarian,Dinner,"Chicken Clear Soup with Bowls Rice","A delicious dinner meal featuring Chicken Clear Soup with Bowls Rice - prepared with minimal oil.",285,15.0,46.0,3.0,2.5
3317,Non-Vegetarian,Dinner,"Lemon Herb Fish Roast with Jeera Aloo","A home-style dinner meal featuring Lemon Herb Fish Roast with Jeera Aloo - cooked in traditional Indian style.",300,26.0,26.0,10.0,3.0
3318,Non-Vegetarian,Evening Snack,"Dry Chilli Chicken","A home-style evening snack meal featuring Dry Chilli Chicken - perfect for your dietary goals.",220,20.0,12.0,10.0,2.0
3319,Non-Vegetarian,Breakfast,"Oats","A delicious breakfast meal featuring Oats - perfect for your dietary goals.",154,5.0,27.0,3.0,4.0
3320,Non-Vegetarian,Mid Morning Snack,"Mixed Nuts (30g)","A balanced mid morning snack meal featuring Mixed Nuts (30g) - cooked in traditional Indian style.",180,6.0,6.0,15.0,3.0
3321,Non-Vegetarian,Lunch,"Fish Curry with Bowls Rice","A home-style lunch meal featuring Fish Curry with Bowls Rice - cooked in traditional Indian style.",480,26.0,64.0,11.0,3.0
3322,Non-Vegetarian,Lunch,"Kadai Chicken and Naan and Baingan Bharta","A healthy lunch meal featuring Kadai Chicken and Naan and Baingan Bharta - prepared with minimal oil.",640,34.0,68.0,27.0,11.0
3323,Non-Vegetarian,Dinner,"Chicken Tikka (6 pieces) with Garlic Naan","A balanced dinner meal featuring Chicken Tikka (6 pieces) with Garlic Naan - perfect for your dietary goals.",470,33.0,47.0,15.0,3.0
3324,Non-Vegetarian,Dinner,"Lemon Herb Fish Roast with Mushroom Do Pyaza","A home-style dinner meal featuring Lemon Herb Fish Roast with Mushroom Do Pyaza - cooked in traditional Indian style.",260,28.0,12.0,11.0,3.0
3325,Non-Vegetarian,Evening Snack,"Tandoori Chicken (pieces)","A home-style evening snack meal featuring Tandoori Chicken (pieces) - cooked in traditional Indian style.",200,28.0,3.0,8.0,1.0
3326,Non-Vegetarian,Breakfast,"4 Idlis","A high-protein breakfast meal featuring 4 Idlis - cooked in traditional Indian style.",232,8.0,48.0,0.8,3.0
3327,Non-Vegetarian,Mid Morning Snack,"Fruit Bowl (Apple & Papaya)","A delicious mid morning snack meal featuring Fruit Bowl (Apple & Papaya) - perfect for your dietary goals.",90,1.0,22.0,0.0,4.0
3328,Non-Vegetarian,Lunch,"Mutton Curry with Bowls Rice","A high-protein lunch meal featuring Mutton Curry with Bowls Rice - prepared with minimal oil.",485,27.0,50.0,18.0,3.5
3329,Non-Vegetarian,Lunch,"Goan Fish Curry and Quinoa (Bowl) and Bhindi Masala","A nutrient-rich lunch meal featuring Goan Fish Curry and Quinoa (Bowl) and Bhindi Masala - cooked in traditional Indian style.",500,27.4,44.0,23.0,8.8
3330,Non-Vegetarian,Dinner,"Chicken Tikka (6 pieces) with Quinoa (Bowl)","A high-protein dinner meal featuring Chicken Tikka (6 pieces) with Quinoa (Bowl) - providing excellent macronutrients.",300,29.4,25.0,8.0,3.8
3331,Non-Vegetarian,Dinner,"Chicken Clear Soup with Cucumber Raita","A balanced dinner meal featuring Chicken Clear Soup with Cucumber Raita - perfect for your dietary goals.",150,15.0,9.0,5.0,2.0
3332,Non-Vegetarian,Evening Snack,"Tandoori Chicken (pieces)","A delicious evening snack meal featuring Tandoori Chicken (pieces) - cooked in traditional Indian style.",200,28.0,3.0,8.0,1.0
3333,Non-Vegetarian,Breakfast,"Plain Dosa","A balanced breakfast meal featuring Plain Dosa - providing excellent macronutrients.",133,3.0,23.0,3.0,1.0
3334,Non-Vegetarian,Mid Morning Snack,"Buttermilk (Chaas)","A healthy mid morning snack meal featuring Buttermilk (Chaas) - prepared with minimal oil.",45,2.5,4.0,1.5,0.0
3335,Non-Vegetarian,Lunch,"Chicken Keema with Bowls Rice","A high-protein lunch meal featuring Chicken Keema with Bowls Rice - providing excellent macronutrients.",470,30.0,62.0,10.0,4.0
3336,Non-Vegetarian,Lunch,"Mutton Rogan Josh and Bowls Rice and Baingan Bharta","A healthy lunch meal featuring Mutton Rogan Josh and Bowls Rice and Baingan Bharta - providing excellent macronutrients.",710,30.0,80.0,29.0,10.0
3337,Non-Vegetarian,Dinner,"Tandoori Chicken (pieces) with Quinoa (Bowl)","A nutrient-rich dinner meal featuring Tandoori Chicken (pieces) with Quinoa (Bowl) - perfect for your dietary goals.",320,32.4,24.0,10.0,3.8
3338,Non-Vegetarian,Dinner,"Chicken Meatballs (Baked) with Boondi Raita","A delicious dinner meal featuring Chicken Meatballs (Baked) with Boondi Raita - providing excellent macronutrients.",270,27.0,12.0,11.0,2.0
3339,Non-Vegetarian,Evening Snack,"Chicken Clear Soup","A delicious evening snack meal featuring Chicken Clear Soup - providing excellent macronutrients.",90,12.0,4.0,3.0,1.0
3340,Non-Vegetarian,Breakfast,"Appam","A balanced breakfast meal featuring Appam - providing excellent macronutrients.",120,2.0,25.0,1.5,1.0
3341,Non-Vegetarian,Mid Morning Snack,"Cucumber Carrot Salad","A balanced mid morning snack meal featuring Cucumber Carrot Salad - cooked in traditional Indian style.",40,1.0,9.0,0.0,3.0
3342,Non-Vegetarian,Lunch,"Chicken Curry with Bowl Rice","A nutrient-rich lunch meal featuring Chicken Curry with Bowl Rice - providing excellent macronutrients.",370,27.0,38.0,12.0,3.0
3343,Non-Vegetarian,Lunch,"Butter Chicken and Bowl Rice and Boondi Raita","A nutrient-rich lunch meal featuring Butter Chicken and Bowl Rice and Boondi Raita - cooked in traditional Indian style.",570,27.0,48.0,28.0,4.0
3344,Non-Vegetarian,Dinner,"Steamed Fish with Jeera Rice","A high-protein dinner meal featuring Steamed Fish with Jeera Rice - providing excellent macronutrients.",280,24.5,28.0,7.0,1.2
3345,Non-Vegetarian,Dinner,"Grilled Chicken Breast with Bhindi Masala","A nutrient-rich dinner meal featuring Grilled Chicken Breast with Bhindi Masala - cooked in traditional Indian style.",285,33.0,14.0,9.0,4.0
3346,Non-Vegetarian,Evening Snack,"Chicken Meatballs (Baked)","A healthy evening snack meal featuring Chicken Meatballs (Baked) - perfect for your dietary goals.",180,24.0,4.0,7.0,1.0
3347,Non-Vegetarian,Breakfast,"Gobi Paratha","A delicious breakfast meal featuring Gobi Paratha - perfect for your dietary goals.",220,5.0,33.0,7.0,5.0
3348,Non-Vegetarian,Mid Morning Snack,"Vegan Protein Shake","A high-protein mid morning snack meal featuring Vegan Protein Shake - providing excellent macronutrients.",115,22.0,4.0,1.5,1.0
3349,Non-Vegetarian,Lunch,"Chicken Korma with Millet Roti","A nutrient-rich lunch meal featuring Chicken Korma with Millet Roti - perfect for your dietary goals.",425,26.5,32.0,19.5,6.0
3350,Non-Vegetarian,Lunch,"Prawn Masala and Naan and Cabbage Poriyal","A high-protein lunch meal featuring Prawn Masala and Naan and Cabbage Poriyal - perfect for your dietary goals.",550,30.0,60.0,20.0,8.0
3351,Non-Vegetarian,Dinner,"Chicken Clear Soup with Bowl Rice","A home-style dinner meal featuring Chicken Clear Soup with Bowl Rice - prepared with minimal oil.",220,14.0,32.0,3.0,2.0
3352,Non-Vegetarian,Dinner,"Chicken Meatballs (Baked) with Boondi Raita","A delicious dinner meal featuring Chicken Meatballs (Baked) with Boondi Raita - perfect for your dietary goals.",270,27.0,12.0,11.0,2.0
3353,Non-Vegetarian,Evening Snack,"Prawn Tikka","A delicious evening snack meal featuring Prawn Tikka - cooked in traditional Indian style.",160,20.0,2.0,8.0,1.0
3354,Non-Vegetarian,Breakfast,"Upma","A delicious breakfast meal featuring Upma - prepared with minimal oil.",190,4.0,35.0,3.0,3.0
3355,Non-Vegetarian,Mid Morning Snack,"Roasted Makhana","A home-style mid morning snack meal featuring Roasted Makhana - providing excellent macronutrients.",110,3.0,20.0,2.0,4.0
3356,Non-Vegetarian,Lunch,"Chicken Keema with 3 Rotis","A high-protein lunch meal featuring Chicken Keema with 3 Rotis - prepared with minimal oil.",522,35.0,72.0,13.0,11.0
3357,Non-Vegetarian,Lunch,"Butter Chicken and Bowls Rice and Boondi Raita","A home-style lunch meal featuring Butter Chicken and Bowls Rice and Boondi Raita - providing excellent macronutrients.",635,28.0,62.0,28.0,4.5
3358,Non-Vegetarian,Dinner,"Lemon Herb Fish Roast with Rotis","A nutrient-rich dinner meal featuring Lemon Herb Fish Roast with Rotis - perfect for your dietary goals.",358,30.0,46.0,7.0,6.0
3359,Non-Vegetarian,Dinner,"Chicken Clear Soup with Lauki Sabzi","A high-protein dinner meal featuring Chicken Clear Soup with Lauki Sabzi - providing excellent macronutrients.",160,13.0,14.0,6.0,4.0
3360,Non-Vegetarian,Evening Snack,"Chicken Tikka Salad","A balanced evening snack meal featuring Chicken Tikka Salad - cooked in traditional Indian style.",160,22.0,8.0,4.0,3.0
3361,Non-Vegetarian,Breakfast,"Aloo Paratha","A delicious breakfast meal featuring Aloo Paratha - cooked in traditional Indian style.",230,5.0,35.0,8.0,4.0
3362,Non-Vegetarian,Mid Morning Snack,"Chana Chaat","A balanced mid morning snack meal featuring Chana Chaat - prepared with minimal oil.",140,7.0,22.0,2.0,6.0
3363,Non-Vegetarian,Lunch,"Fish Curry with Roti","A healthy lunch meal featuring Fish Curry with Roti - providing excellent macronutrients.",324,25.0,30.0,12.0,4.0
3364,Non-Vegetarian,Lunch,"Goan Fish Curry and Quinoa (Bowl) and Lauki Sabzi","A healthy lunch meal featuring Goan Fish Curry and Quinoa (Bowl) and Lauki Sabzi - providing excellent macronutrients.",450,26.4,40.0,20.0,7.8
3365,Non-Vegetarian,Dinner,"Prawn Tikka with Roti","A balanced dinner meal featuring Prawn Tikka with Roti - cooked in traditional Indian style.",264,23.0,24.0,9.0,4.0
3366,Non-Vegetarian,Dinner,"Prawn Tikka with Baingan Bharta","A high-protein dinner meal featuring Prawn Tikka with Baingan Bharta - prepared with minimal oil.",290,22.0,18.0,15.0,7.0
3367,Non-Vegetarian,Evening Snack,"Boiled Egg Whites (3)","A home-style evening snack meal featuring Boiled Egg Whites (3) - providing excellent macronutrients.",51,11.0,1.0,0.0,0.0
3368,Non-Vegetarian,Breakfast,"Gobi Paratha","A high-protein breakfast meal featuring Gobi Paratha - prepared with minimal oil.",220,5.0,33.0,7.0,5.0
3369,Non-Vegetarian,Mid Morning Snack,"Greek Yogurt (cup)","A balanced mid morning snack meal featuring Greek Yogurt (cup) - providing excellent macronutrients.",100,10.0,4.0,0.0,0.0
3370,Non-Vegetarian,Lunch,"Kadai Chicken with Millet Roti","A balanced lunch meal featuring Kadai Chicken with Millet Roti - providing excellent macronutrients.",365,27.5,30.0,15.5,7.0
3371,Non-Vegetarian,Lunch,"Chicken Curry and Millet Rotis and Lauki Sabzi","A nutrient-rich lunch meal featuring Chicken Curry and Millet Rotis and Lauki Sabzi - providing excellent macronutrients.",540,33.0,60.0,18.0,13.0
3372,Non-Vegetarian,Dinner,"Chicken Tikka (6 pieces) with Millet Rotis","A delicious dinner meal featuring Chicken Tikka (6 pieces) with Millet Rotis - providing excellent macronutrients.",410,32.0,44.0,9.0,9.0
3373,Non-Vegetarian,Dinner,"Tandoori Chicken (pieces) with Mixed Veg Curry","A high-protein dinner meal featuring Tandoori Chicken (pieces) with Mixed Veg Curry - cooked in traditional Indian style.",340,32.0,21.0,14.0,6.0
3374,Non-Vegetarian,Evening Snack,"Chicken Reshmi Kebab","A healthy evening snack meal featuring Chicken Reshmi Kebab - cooked in traditional Indian style.",190,22.0,3.0,9.0,0.0
3375,Non-Vegetarian,Breakfast,"Gobi Paratha","A healthy breakfast meal featuring Gobi Paratha - prepared with minimal oil.",220,5.0,33.0,7.0,5.0
3376,Non-Vegetarian,Mid Morning Snack,"Masala Oats","A delicious mid morning snack meal featuring Masala Oats - cooked in traditional Indian style.",140,5.0,24.0,3.0,4.0
3377,Non-Vegetarian,Lunch,"Prawn Masala with Naan","A delicious lunch meal featuring Prawn Masala with Naan - providing excellent macronutrients.",460,28.0,48.0,16.0,4.0
3378,Non-Vegetarian,Lunch,"Chicken Keema and Naan and Aloo Gobi","A nutrient-rich lunch meal featuring Chicken Keema and Naan and Aloo Gobi - prepared with minimal oil.",580,37.0,66.0,20.0,9.0
3379,Non-Vegetarian,Dinner,"Chicken Tikka (6 pieces) with Bowls Rice","A delicious dinner meal featuring Chicken Tikka (6 pieces) with Bowls Rice - cooked in traditional Indian style.",440,29.0,60.0,6.0,3.0
3380,Non-Vegetarian,Dinner,"Chicken Tikka (6 pieces) with Cabbage Poriyal","A high-protein dinner meal featuring Chicken Tikka (6 pieces) with Cabbage Poriyal - perfect for your dietary goals.",270,27.0,16.0,10.0,5.0
3381,Non-Vegetarian,Evening Snack,"Chicken Tikka Salad","A healthy evening snack meal featuring Chicken Tikka Salad - providing excellent macronutrients.",160,22.0,8.0,4.0,3.0
3382,Non-Vegetarian,Breakfast,"Paneer Paratha","A nutrient-rich breakfast meal featuring Paneer Paratha - perfect for your dietary goals.",280,10.0,30.0,12.0,3.0
3383,Non-Vegetarian,Mid Morning Snack,"Cucumber Carrot Salad","A nutrient-rich mid morning snack meal featuring Cucumber Carrot Salad - perfect for your dietary goals.",40,1.0,9.0,0.0,3.0
3384,Non-Vegetarian,Lunch,"Fish Curry with 3 Rotis","A high-protein lunch meal featuring Fish Curry with 3 Rotis - prepared with minimal oil.",532,31.0,74.0,14.0,10.0
3385,Non-Vegetarian,Lunch,"Butter Chicken and Millet Rotis and Mushroom Do Pyaza","A home-style lunch meal featuring Butter Chicken and Millet Rotis and Mushroom Do Pyaza - providing excellent macronutrients.",690,33.0,62.0,33.0,13.0
3386,Non-Vegetarian,Dinner,"Dry Chilli Chicken with Naan","A high-protein dinner meal featuring Dry Chilli Chicken with Naan - perfect for your dietary goals.",480,28.0,54.0,16.0,4.0
3387,Non-Vegetarian,Dinner,"Chicken Clear Soup with Aloo Gobi","A high-protein dinner meal featuring Chicken Clear Soup with Aloo Gobi - prepared with minimal oil.",200,15.0,22.0,7.0,6.0
3388,Non-Vegetarian,Evening Snack,"Chicken Reshmi Kebab","A home-style evening snack meal featuring Chicken Reshmi Kebab - perfect for your dietary goals.",190,22.0,3.0,9.0,0.0
3389,Non-Vegetarian,Breakfast,"Paneer Paratha","A high-protein breakfast meal featuring Paneer Paratha - perfect for your dietary goals.",280,10.0,30.0,12.0,3.0
3390,Non-Vegetarian,Mid Morning Snack,"Roasted Makhana","A high-protein mid morning snack meal featuring Roasted Makhana - providing excellent macronutrients.",110,3.0,20.0,2.0,4.0
